date,county,population,count_new,count_total,death_new,death_total
2020-02-01,Alameda,1685886,3,0,0,0
2020-02-02,Alameda,1685886,0,0,0,0
2020-02-03,Alameda,1685886,0,0,0,0
2020-02-04,Alameda,1685886,0,0,0,0
2020-02-05,Alameda,1685886,0,0,0,0
2020-02-06,Alameda,1685886,0,0,0,0
2020-02-07,Alameda,1685886,0,0,0,0
2020-02-08,Alameda,1685886,0,0,0,0
2020-02-09,Alameda,1685886,1,0,0,0
2020-02-10,Alameda,1685886,0,0,0,0
2020-02-11,Alameda,1685886,0,0,0,0
2020-02-12,Alameda,1685886,0,0,0,0
2020-02-13,Alameda,1685886,0,0,0,0
2020-02-14,Alameda,1685886,0,0,0,0
2020-02-15,Alameda,1685886,1,0,0,0
2020-02-16,Alameda,1685886,0,0,0,0
2020-02-17,Alameda,1685886,1,0,0,0
2020-02-18,Alameda,1685886,0,0,0,0
2020-02-19,Alameda,1685886,0,0,0,0
2020-02-20,Alameda,1685886,1,0,0,0
2020-02-21,Alameda,1685886,2,0,0,0
2020-02-22,Alameda,1685886,1,0,0,0
2020-02-23,Alameda,1685886,1,0,0,0
2020-02-24,Alameda,1685886,2,0,0,0
2020-02-25,Alameda,1685886,0,0,0,0
2020-02-26,Alameda,1685886,0,0,0,0
2020-02-27,Alameda,1685886,0,0,0,0
2020-02-28,Alameda,1685886,1,0,0,0
2020-02-29,Alameda,1685886,2,0,0,0
2020-03-01,Alameda,1685886,4,1,0,0
2020-03-02,Alameda,1685886,1,0,0,0
2020-03-03,Alameda,1685886,3,1,0,0
2020-03-04,Alameda,1685886,6,0,0,0
2020-03-05,Alameda,1685886,4,0,0,0
2020-03-06,Alameda,1685886,5,1,0,0
2020-03-07,Alameda,1685886,2,0,0,0
2020-03-08,Alameda,1685886,5,1,0,0
2020-03-09,Alameda,1685886,25,0,0,0
2020-03-10,Alameda,1685886,27,0,0,0
2020-03-11,Alameda,1685886,19,1,0,0
2020-03-12,Alameda,1685886,31,4,0,0
2020-03-13,Alameda,1685886,25,3,0,0
2020-03-14,Alameda,1685886,17,-1,0,0
2020-03-15,Alameda,1685886,18,6,0,0
2020-03-16,Alameda,1685886,46,0,0,0
2020-03-17,Alameda,1685886,28,2,0,0
2020-03-18,Alameda,1685886,30,10,0,0
2020-03-19,Alameda,1685886,28,7,0,0
2020-03-20,Alameda,1685886,36,6,0,0
2020-03-21,Alameda,1685886,21,20,0,0
2020-03-22,Alameda,1685886,22,10,2,1
2020-03-23,Alameda,1685886,38,16,0,0
2020-03-24,Alameda,1685886,32,8,0,1
2020-03-25,Alameda,1685886,32,38,2,1
2020-03-26,Alameda,1685886,21,38,1,1
2020-03-27,Alameda,1685886,40,13,2,0
2020-03-28,Alameda,1685886,19,225,3,8
2020-03-29,Alameda,1685886,27,-203,0,-6
2020-03-30,Alameda,1685886,34,43,0,1
2020-03-31,Alameda,1685886,40,19,1,0
2020-04-01,Alameda,1685886,68,18,2,1
2020-04-02,Alameda,1685886,26,58,1,2
2020-04-03,Alameda,1685886,50,50,1,1
2020-04-04,Alameda,1685886,36,73,1,1
2020-04-05,Alameda,1685886,23,7,2,0
2020-04-06,Alameda,1685886,42,52,2,1
2020-04-07,Alameda,1685886,30,33,3,1
2020-04-08,Alameda,1685886,35,34,3,1
2020-04-09,Alameda,1685886,41,47,2,2
2020-04-10,Alameda,1685886,50,65,2,4
2020-04-11,Alameda,1685886,41,45,3,2
2020-04-12,Alameda,1685886,41,23,4,0
2020-04-13,Alameda,1685886,43,47,3,0
2020-04-14,Alameda,1685886,39,22,4,7
2020-04-15,Alameda,1685886,45,72,1,8
2020-04-16,Alameda,1685886,50,66,0,1
2020-04-17,Alameda,1685886,33,62,5,1
2020-04-18,Alameda,1685886,55,42,3,0
2020-04-19,Alameda,1685886,25,49,1,1
2020-04-20,Alameda,1685886,50,47,2,1
2020-04-21,Alameda,1685886,33,53,1,4
2020-04-22,Alameda,1685886,30,41,2,0
2020-04-23,Alameda,1685886,50,61,2,0
2020-04-24,Alameda,1685886,38,49,2,4
2020-04-25,Alameda,1685886,31,11,0,2
2020-04-26,Alameda,1685886,25,53,1,0
2020-04-27,Alameda,1685886,62,45,2,1
2020-04-28,Alameda,1685886,60,31,1,2
2020-04-29,Alameda,1685886,57,39,2,5
2020-04-30,Alameda,1685886,58,35,0,0
2020-05-01,Alameda,1685886,60,31,1,3
2020-05-02,Alameda,1685886,36,48,2,0
2020-05-03,Alameda,1685886,37,53,2,1
2020-05-04,Alameda,1685886,56,31,0,1
2020-05-05,Alameda,1685886,59,57,1,2
2020-05-06,Alameda,1685886,43,45,2,0
2020-05-07,Alameda,1685886,37,50,1,1
2020-05-08,Alameda,1685886,60,41,2,2
2020-05-09,Alameda,1685886,43,56,1,1
2020-05-10,Alameda,1685886,43,36,1,0
2020-05-11,Alameda,1685886,77,56,2,0
2020-05-12,Alameda,1685886,50,43,3,3
2020-05-13,Alameda,1685886,62,35,1,4
2020-05-14,Alameda,1685886,58,74,1,2
2020-05-15,Alameda,1685886,91,34,2,3
2020-05-16,Alameda,1685886,34,38,2,0
2020-05-17,Alameda,1685886,50,62,1,0
2020-05-18,Alameda,1685886,95,53,1,1
2020-05-19,Alameda,1685886,73,51,0,4
2020-05-20,Alameda,1685886,75,61,0,1
2020-05-21,Alameda,1685886,73,52,1,0
2020-05-22,Alameda,1685886,65,116,1,2
2020-05-23,Alameda,1685886,54,61,1,0
2020-05-24,Alameda,1685886,41,47,1,1
2020-05-25,Alameda,1685886,73,70,1,0
2020-05-26,Alameda,1685886,93,56,0,0
2020-05-27,Alameda,1685886,92,81,0,2
2020-05-28,Alameda,1685886,81,46,1,0
2020-05-29,Alameda,1685886,99,126,1,2
2020-05-30,Alameda,1685886,35,95,2,0
2020-05-31,Alameda,1685886,26,58,1,2
2020-06-01,Alameda,1685886,104,98,2,0
2020-06-02,Alameda,1685886,65,57,0,1
2020-06-03,Alameda,1685886,76,72,1,0
2020-06-04,Alameda,1685886,59,54,0,0
2020-06-05,Alameda,1685886,99,91,1,3
2020-06-06,Alameda,1685886,51,67,1,0
2020-06-07,Alameda,1685886,45,65,1,0
2020-06-08,Alameda,1685886,113,71,1,1
2020-06-09,Alameda,1685886,80,26,2,0
2020-06-10,Alameda,1685886,110,64,2,4
2020-06-11,Alameda,1685886,100,46,1,1
2020-06-12,Alameda,1685886,131,94,1,1
2020-06-13,Alameda,1685886,73,29,0,3
2020-06-14,Alameda,1685886,63,75,0,0
2020-06-15,Alameda,1685886,145,52,2,0
2020-06-16,Alameda,1685886,125,105,2,1
2020-06-17,Alameda,1685886,116,57,0,4
2020-06-18,Alameda,1685886,123,104,3,1
2020-06-19,Alameda,1685886,128,57,1,1
2020-06-20,Alameda,1685886,72,112,2,0
2020-06-21,Alameda,1685886,62,77,2,2
2020-06-22,Alameda,1685886,196,109,1,0
2020-06-23,Alameda,1685886,152,215,2,0
2020-06-24,Alameda,1685886,181,83,1,2
2020-06-25,Alameda,1685886,162,156,0,7
2020-06-26,Alameda,1685886,191,104,2,2
2020-06-27,Alameda,1685886,86,79,0,3
2020-06-28,Alameda,1685886,95,117,2,0
2020-06-29,Alameda,1685886,259,68,0,0
2020-06-30,Alameda,1685886,210,193,1,2
2020-07-01,Alameda,1685886,249,166,0,0
2020-07-02,Alameda,1685886,222,261,4,2
2020-07-03,Alameda,1685886,126,100,1,2
2020-07-04,Alameda,1685886,121,251,1,0
2020-07-05,Alameda,1685886,112,124,0,0
2020-07-06,Alameda,1685886,251,109,0,0
2020-07-07,Alameda,1685886,239,127,3,0
2020-07-08,Alameda,1685886,319,238,2,1
2020-07-09,Alameda,1685886,293,98,2,4
2020-07-10,Alameda,1685886,237,118,3,1
2020-07-11,Alameda,1685886,157,294,2,1
2020-07-12,Alameda,1685886,102,211,2,0
2020-07-13,Alameda,1685886,272,59,1,0
2020-07-14,Alameda,1685886,309,273,3,3
2020-07-15,Alameda,1685886,340,227,1,2
2020-07-16,Alameda,1685886,202,104,2,0
2020-07-17,Alameda,1685886,234,174,5,7
2020-07-18,Alameda,1685886,141,196,0,2
2020-07-19,Alameda,1685886,136,138,1,0
2020-07-20,Alameda,1685886,237,17,0,0
2020-07-21,Alameda,1685886,252,146,2,4
2020-07-22,Alameda,1685886,214,288,1,3
2020-07-23,Alameda,1685886,220,246,3,2
2020-07-24,Alameda,1685886,239,292,1,5
2020-07-25,Alameda,1685886,142,145,3,0
2020-07-26,Alameda,1685886,98,128,0,0
2020-07-27,Alameda,1685886,239,156,4,0
2020-07-28,Alameda,1685886,228,230,1,4
2020-07-29,Alameda,1685886,225,302,6,0
2020-07-30,Alameda,1685886,219,126,2,5
2020-07-31,Alameda,1685886,197,138,3,2
2020-08-01,Alameda,1685886,132,149,3,1
2020-08-02,Alameda,1685886,112,106,1,0
2020-08-03,Alameda,1685886,243,121,3,1
2020-08-04,Alameda,1685886,183,166,3,3
2020-08-05,Alameda,1685886,219,157,2,1
2020-08-06,Alameda,1685886,214,334,3,7
2020-08-07,Alameda,1685886,220,331,3,4
2020-08-08,Alameda,1685886,109,282,3,0
2020-08-09,Alameda,1685886,110,154,1,-1
2020-08-10,Alameda,1685886,280,179,4,0
2020-08-11,Alameda,1685886,237,540,3,1
2020-08-12,Alameda,1685886,257,254,4,11
2020-08-13,Alameda,1685886,211,171,0,3
2020-08-14,Alameda,1685886,273,524,2,3
2020-08-15,Alameda,1685886,140,256,5,0
2020-08-16,Alameda,1685886,78,173,0,0
2020-08-17,Alameda,1685886,288,116,3,0
2020-08-18,Alameda,1685886,189,173,4,2
2020-08-19,Alameda,1685886,176,247,5,3
2020-08-20,Alameda,1685886,159,300,4,3
2020-08-21,Alameda,1685886,159,239,3,3
2020-08-22,Alameda,1685886,93,235,4,-1
2020-08-23,Alameda,1685886,94,138,3,0
2020-08-24,Alameda,1685886,223,127,8,0
2020-08-25,Alameda,1685886,194,365,1,1
2020-08-26,Alameda,1685886,159,95,4,1
2020-08-27,Alameda,1685886,162,211,5,1
2020-08-28,Alameda,1685886,144,145,4,3
2020-08-29,Alameda,1685886,84,159,6,13
2020-08-30,Alameda,1685886,67,211,7,-2
2020-08-31,Alameda,1685886,124,49,0,0
2020-09-01,Alameda,1685886,144,234,3,0
2020-09-02,Alameda,1685886,138,140,4,12
2020-09-03,Alameda,1685886,118,165,3,15
2020-09-04,Alameda,1685886,105,156,3,1
2020-09-05,Alameda,1685886,68,130,5,3
2020-09-06,Alameda,1685886,47,56,5,2
2020-09-07,Alameda,1685886,59,159,2,0
2020-09-08,Alameda,1685886,122,105,2,7
2020-09-09,Alameda,1685886,108,106,3,1
2020-09-10,Alameda,1685886,78,110,4,3
2020-09-11,Alameda,1685886,75,116,2,6
2020-09-12,Alameda,1685886,56,133,4,9
2020-09-13,Alameda,1685886,59,57,1,-1
2020-09-14,Alameda,1685886,106,36,2,0
2020-09-15,Alameda,1685886,126,80,2,21
2020-09-16,Alameda,1685886,105,78,3,6
2020-09-17,Alameda,1685886,96,137,7,6
2020-09-18,Alameda,1685886,98,76,2,2
2020-09-19,Alameda,1685886,65,127,3,2
2020-09-20,Alameda,1685886,52,76,3,0
2020-09-21,Alameda,1685886,100,76,1,0
2020-09-22,Alameda,1685886,75,106,4,12
2020-09-23,Alameda,1685886,79,111,2,6
2020-09-24,Alameda,1685886,68,120,3,3
2020-09-25,Alameda,1685886,75,73,1,3
2020-09-26,Alameda,1685886,54,108,1,3
2020-09-27,Alameda,1685886,57,58,0,0
2020-09-28,Alameda,1685886,80,56,0,0
2020-09-29,Alameda,1685886,82,108,3,4
2020-09-30,Alameda,1685886,76,30,0,6
2020-10-01,Alameda,1685886,77,78,4,3
2020-10-02,Alameda,1685886,60,55,2,-1
2020-10-03,Alameda,1685886,54,106,1,4
2020-10-04,Alameda,1685886,46,87,0,-3
2020-10-05,Alameda,1685886,95,40,0,0
2020-10-06,Alameda,1685886,89,61,0,2
2020-10-07,Alameda,1685886,91,38,1,10
2020-10-08,Alameda,1685886,76,90,2,0
2020-10-09,Alameda,1685886,80,98,1,4
2020-10-10,Alameda,1685886,48,55,1,-1
2020-10-11,Alameda,1685886,50,78,1,-6
2020-10-12,Alameda,1685886,92,69,1,-3
2020-10-13,Alameda,1685886,78,59,1,0
2020-10-14,Alameda,1685886,103,42,1,9
2020-10-15,Alameda,1685886,97,40,1,-8
2020-10-16,Alameda,1685886,67,48,0,7
2020-10-17,Alameda,1685886,54,79,0,1
2020-10-18,Alameda,1685886,45,152,0,-6
2020-10-19,Alameda,1685886,108,101,1,0
2020-10-20,Alameda,1685886,111,103,0,-1
2020-10-21,Alameda,1685886,106,103,1,1
2020-10-22,Alameda,1685886,87,62,0,1
2020-10-23,Alameda,1685886,103,132,0,0
2020-10-24,Alameda,1685886,72,52,1,5
2020-10-25,Alameda,1685886,71,93,1,0
2020-10-26,Alameda,1685886,106,92,0,0
2020-10-27,Alameda,1685886,114,81,0,2
2020-10-28,Alameda,1685886,110,103,2,0
2020-10-29,Alameda,1685886,100,62,5,1
2020-10-30,Alameda,1685886,163,146,0,0
2020-10-31,Alameda,1685886,79,104,2,15
2020-11-01,Alameda,1685886,115,112,3,3
2020-11-02,Alameda,1685886,161,99,1,0
2020-11-03,Alameda,1685886,196,64,0,-1
2020-11-04,Alameda,1685886,184,117,1,0
2020-11-05,Alameda,1685886,181,98,1,2
2020-11-06,Alameda,1685886,179,119,2,0
2020-11-07,Alameda,1685886,132,189,0,4
2020-11-08,Alameda,1685886,109,153,2,0
2020-11-09,Alameda,1685886,228,168,0,0
2020-11-10,Alameda,1685886,251,109,0,0
2020-11-11,Alameda,1685886,232,132,0,5
2020-11-12,Alameda,1685886,243,205,3,3
2020-11-13,Alameda,1685886,269,170,3,2
2020-11-14,Alameda,1685886,219,199,2,1
2020-11-15,Alameda,1685886,266,165,1,1
2020-11-16,Alameda,1685886,320,184,2,0
2020-11-17,Alameda,1685886,350,362,1,3
2020-11-18,Alameda,1685886,324,185,1,1
2020-11-19,Alameda,1685886,263,361,1,1
2020-11-20,Alameda,1685886,343,250,0,3
2020-11-21,Alameda,1685886,212,203,0,0
2020-11-22,Alameda,1685886,183,48,0,0
2020-11-23,Alameda,1685886,438,246,0,0
2020-11-24,Alameda,1685886,418,312,2,0
2020-11-25,Alameda,1685886,480,348,1,3
2020-11-26,Alameda,1685886,216,419,1,0
2020-11-27,Alameda,1685886,413,267,1,3
2020-11-28,Alameda,1685886,439,304,2,6
2020-11-29,Alameda,1685886,310,550,3,1
2020-11-30,Alameda,1685886,787,54,3,0
2020-12-01,Alameda,1685886,813,280,0,3
2020-12-02,Alameda,1685886,687,445,2,3
2020-12-03,Alameda,1685886,625,487,4,2
2020-12-04,Alameda,1685886,759,687,0,0
2020-12-05,Alameda,1685886,548,910,6,0
2020-12-06,Alameda,1685886,358,696,7,0
2020-12-07,Alameda,1685886,963,410,4,1
2020-12-08,Alameda,1685886,864,486,8,3
2020-12-09,Alameda,1685886,902,674,4,1
2020-12-10,Alameda,1685886,835,639,2,7
2020-12-11,Alameda,1685886,766,595,5,5
2020-12-12,Alameda,1685886,576,746,7,4
2020-12-13,Alameda,1685886,429,1037,5,0
2020-12-14,Alameda,1685886,1192,1188,5,1
2020-12-15,Alameda,1685886,909,774,7,5
2020-12-16,Alameda,1685886,859,725,3,5
2020-12-17,Alameda,1685886,860,797,11,11
2020-12-18,Alameda,1685886,807,648,8,7
2020-12-19,Alameda,1685886,538,913,13,1
2020-12-20,Alameda,1685886,442,895,6,0
2020-12-21,Alameda,1685886,891,752,7,2
2020-12-22,Alameda,1685886,901,995,7,16
2020-12-23,Alameda,1685886,886,1002,10,3
2020-12-24,Alameda,1685886,565,774,11,4
2020-12-25,Alameda,1685886,327,838,11,1
2020-12-26,Alameda,1685886,557,719,9,9
2020-12-27,Alameda,1685886,606,680,6,0
2020-12-28,Alameda,1685886,1231,641,10,0
2020-12-29,Alameda,1685886,1032,541,12,1
2020-12-30,Alameda,1685886,1053,-788,11,21
2020-12-31,Alameda,1685886,756,2317,14,6
2021-01-01,Alameda,1685886,500,1043,9,0
2021-01-02,Alameda,1685886,634,1000,15,2
2021-01-03,Alameda,1685886,589,564,11,-1
2021-01-04,Alameda,1685886,1213,817,17,3
2021-01-05,Alameda,1685886,1220,533,10,19
2021-01-06,Alameda,1685886,1134,649,7,14
2021-01-07,Alameda,1685886,880,840,10,16
2021-01-08,Alameda,1685886,958,1251,11,14
2021-01-09,Alameda,1685886,568,953,15,3
2021-01-10,Alameda,1685886,517,986,9,1
2021-01-11,Alameda,1685886,988,838,21,2
2021-01-12,Alameda,1685886,853,693,14,25
2021-01-13,Alameda,1685886,813,926,9,13
2021-01-14,Alameda,1685886,754,796,12,-4
2021-01-15,Alameda,1685886,643,1052,7,-14
2021-01-16,Alameda,1685886,431,1167,12,1
2021-01-17,Alameda,1685886,307,792,9,3
2021-01-18,Alameda,1685886,580,563,4,4
2021-01-19,Alameda,1685886,680,496,13,0
2021-01-20,Alameda,1685886,682,351,13,22
2021-01-21,Alameda,1685886,523,529,15,37
2021-01-22,Alameda,1685886,449,379,7,12
2021-01-23,Alameda,1685886,326,387,8,29
2021-01-24,Alameda,1685886,243,743,11,0
2021-01-25,Alameda,1685886,509,432,8,0
2021-01-26,Alameda,1685886,442,596,12,9
2021-01-27,Alameda,1685886,378,337,8,26
2021-01-28,Alameda,1685886,436,570,9,18
2021-01-29,Alameda,1685886,436,452,8,8
2021-01-30,Alameda,1685886,279,412,9,9
2021-01-31,Alameda,1685886,203,357,4,7
2021-02-01,Alameda,1685886,430,395,10,1
2021-02-02,Alameda,1685886,356,268,7,11
2021-02-03,Alameda,1685886,347,326,7,11
2021-02-04,Alameda,1685886,338,454,11,19
2021-02-05,Alameda,1685886,285,294,6,17
2021-02-06,Alameda,1685886,227,454,3,6
2021-02-07,Alameda,1685886,159,330,7,2
2021-02-08,Alameda,1685886,302,235,5,0
2021-02-09,Alameda,1685886,267,283,8,12
2021-02-10,Alameda,1685886,267,326,7,8
2021-02-11,Alameda,1685886,204,220,7,16
2021-02-12,Alameda,1685886,229,394,7,14
2021-02-13,Alameda,1685886,133,288,13,21
2021-02-14,Alameda,1685886,119,196,6,0
2021-02-15,Alameda,1685886,158,205,2,1
2021-02-16,Alameda,1685886,201,109,4,1
2021-02-17,Alameda,1685886,175,139,5,5
2021-02-18,Alameda,1685886,163,216,3,10
2021-02-19,Alameda,1685886,148,207,2,35
2021-02-20,Alameda,1685886,107,178,4,8
2021-02-21,Alameda,1685886,94,153,4,6
2021-02-22,Alameda,1685886,199,147,4,1
2021-02-23,Alameda,1685886,152,152,9,8
2021-02-24,Alameda,1685886,138,122,2,12
2021-02-25,Alameda,1685886,122,111,6,11
2021-02-26,Alameda,1685886,122,206,2,13
2021-02-27,Alameda,1685886,96,178,2,2
2021-02-28,Alameda,1685886,75,162,0,-3
2021-03-01,Alameda,1685886,123,78,4,0
2021-03-02,Alameda,1685886,127,99,3,11
2021-03-03,Alameda,1685886,118,68,2,11
2021-03-04,Alameda,1685886,123,143,2,9
2021-03-05,Alameda,1685886,112,100,1,5
2021-03-06,Alameda,1685886,86,95,1,2
2021-03-07,Alameda,1685886,55,103,1,2
2021-03-08,Alameda,1685886,119,130,2,-3
2021-03-09,Alameda,1685886,114,75,1,9
2021-03-10,Alameda,1685886,86,83,1,9
2021-03-11,Alameda,1685886,110,108,0,4
2021-03-12,Alameda,1685886,93,89,1,0
2021-03-13,Alameda,1685886,77,112,5,4
2021-03-14,Alameda,1685886,60,106,1,0
2021-03-15,Alameda,1685886,87,43,2,-1
2021-03-16,Alameda,1685886,88,100,3,10
2021-03-17,Alameda,1685886,100,94,3,8
2021-03-18,Alameda,1685886,75,66,1,4
2021-03-19,Alameda,1685886,83,80,2,-2
2021-03-20,Alameda,1685886,73,115,2,-9
2021-03-21,Alameda,1685886,70,70,1,9
2021-03-22,Alameda,1685886,89,64,1,2
2021-03-23,Alameda,1685886,93,51,3,1
2021-03-24,Alameda,1685886,102,72,1,9
2021-03-25,Alameda,1685886,94,74,2,7
2021-03-26,Alameda,1685886,100,98,0,2
2021-03-27,Alameda,1685886,63,126,2,3
2021-03-28,Alameda,1685886,72,70,0,1
2021-03-29,Alameda,1685886,121,99,1,-1
2021-03-30,Alameda,1685886,102,57,0,0
2021-03-31,Alameda,1685886,100,80,1,4
2021-04-01,Alameda,1685886,82,99,2,1
2021-04-02,Alameda,1685886,84,202,3,1
2021-04-03,Alameda,1685886,74,85,1,1
2021-04-04,Alameda,1685886,68,90,3,1
2021-04-05,Alameda,1685886,118,56,1,0
2021-04-06,Alameda,1685886,117,84,1,4
2021-04-07,Alameda,1685886,112,39,1,1
2021-04-08,Alameda,1685886,83,83,1,8
2021-04-09,Alameda,1685886,101,191,1,5
2021-04-10,Alameda,1685886,73,222,0,1
2021-04-11,Alameda,1685886,65,130,1,0
2021-04-12,Alameda,1685886,136,61,0,0
2021-04-13,Alameda,1685886,103,104,0,1
2021-04-14,Alameda,1685886,106,88,1,8
2021-04-15,Alameda,1685886,99,80,1,-1
2021-04-16,Alameda,1685886,106,154,1,-1
2021-04-17,Alameda,1685886,78,124,2,2
2021-04-18,Alameda,1685886,74,114,0,0
2021-04-19,Alameda,1685886,115,102,3,0
2021-04-20,Alameda,1685886,123,69,1,1
2021-04-21,Alameda,1685886,96,110,0,1
2021-04-22,Alameda,1685886,81,67,0,4
2021-04-23,Alameda,1685886,91,106,2,3
2021-04-24,Alameda,1685886,71,81,1,1
2021-04-25,Alameda,1685886,57,146,0,-1
2021-04-26,Alameda,1685886,107,68,3,0
2021-04-27,Alameda,1685886,91,71,2,4
2021-04-28,Alameda,1685886,98,89,1,0
2021-04-29,Alameda,1685886,70,100,0,3
2021-04-30,Alameda,1685886,65,112,1,5
2021-05-01,Alameda,1685886,62,102,1,2
2021-05-02,Alameda,1685886,42,80,1,2
2021-05-03,Alameda,1685886,86,61,0,0
2021-05-04,Alameda,1685886,76,49,0,5
2021-05-05,Alameda,1685886,91,56,1,1
2021-05-06,Alameda,1685886,62,78,1,0
2021-05-07,Alameda,1685886,79,100,2,2
2021-05-08,Alameda,1685886,52,85,1,4
2021-05-09,Alameda,1685886,41,79,1,0
2021-05-10,Alameda,1685886,72,74,1,0
2021-05-11,Alameda,1685886,71,47,2,6
2021-05-12,Alameda,1685886,64,69,0,-29
2021-05-13,Alameda,1685886,33,75,1,-11
2021-05-14,Alameda,1685886,45,64,0,-1
2021-05-15,Alameda,1685886,36,56,0,3
2021-05-16,Alameda,1685886,25,66,0,1
2021-05-17,Alameda,1685886,65,23,0,0
2021-05-18,Alameda,1685886,54,50,0,1
2021-05-19,Alameda,1685886,72,73,2,6
2021-05-20,Alameda,1685886,42,86,0,4
2021-05-21,Alameda,1685886,47,66,1,-1
2021-05-22,Alameda,1685886,28,60,0,0
2021-05-23,Alameda,1685886,25,56,2,0
2021-05-24,Alameda,1685886,74,25,0,0
2021-05-25,Alameda,1685886,64,55,1,0
2021-05-26,Alameda,1685886,29,60,2,3
2021-05-27,Alameda,1685886,30,45,0,8
2021-05-28,Alameda,1685886,34,49,0,-13
2021-05-29,Alameda,1685886,24,42,0,-8
2021-05-30,Alameda,1685886,23,-4,0,0
2021-05-31,Alameda,1685886,24,29,0,0
2021-06-01,Alameda,1685886,36,14,2,0
2021-06-02,Alameda,1685886,32,53,1,1
2021-06-03,Alameda,1685886,44,30,0,3
2021-06-04,Alameda,1685886,38,30,1,6
2021-06-05,Alameda,1685886,26,27,0,5
2021-06-06,Alameda,1685886,31,24,1,-1
2021-06-07,Alameda,1685886,41,52,0,0
2021-06-08,Alameda,1685886,55,43,1,0
2021-06-09,Alameda,1685886,50,31,1,4
2021-06-10,Alameda,1685886,48,44,0,4
2021-06-11,Alameda,1685886,41,38,0,3
2021-06-12,Alameda,1685886,30,57,0,-7
2021-06-13,Alameda,1685886,26,46,1,-7
2021-06-14,Alameda,1685886,53,19,0,0
2021-06-15,Alameda,1685886,46,42,0,-2
2021-06-16,Alameda,1685886,39,37,1,3
2021-06-17,Alameda,1685886,49,42,1,-3
2021-06-18,Alameda,1685886,37,36,0,1
2021-06-19,Alameda,1685886,24,79,0,0
2021-06-20,Alameda,1685886,20,53,0,0
2021-06-21,Alameda,1685886,47,26,0,-1
2021-06-22,Alameda,1685886,45,27,0,1
2021-06-23,Alameda,1685886,57,30,0,3
2021-06-24,Alameda,1685886,66,20,0,2
2021-06-25,Alameda,1685886,63,95,0,3
2021-06-26,Alameda,1685886,55,107,0,-12
2021-06-27,Alameda,1685886,29,51,0,0
2021-06-28,Alameda,1685886,60,27,0,0
2021-06-29,Alameda,1685886,50,-119,0,-2
2021-06-30,Alameda,1685886,9,78,0,-1
2021-07-01,Alameda,1685886,0,86,0,-3
2020-02-01,Alpine,1117,0,0,0,0
2020-02-02,Alpine,1117,0,0,0,0
2020-02-03,Alpine,1117,0,0,0,0
2020-02-04,Alpine,1117,0,0,0,0
2020-02-05,Alpine,1117,0,0,0,0
2020-02-06,Alpine,1117,0,0,0,0
2020-02-07,Alpine,1117,0,0,0,0
2020-02-08,Alpine,1117,0,0,0,0
2020-02-09,Alpine,1117,0,0,0,0
2020-02-10,Alpine,1117,0,0,0,0
2020-02-11,Alpine,1117,0,0,0,0
2020-02-12,Alpine,1117,0,0,0,0
2020-02-13,Alpine,1117,0,0,0,0
2020-02-14,Alpine,1117,0,0,0,0
2020-02-15,Alpine,1117,0,0,0,0
2020-02-16,Alpine,1117,0,0,0,0
2020-02-17,Alpine,1117,0,0,0,0
2020-02-18,Alpine,1117,0,0,0,0
2020-02-19,Alpine,1117,0,0,0,0
2020-02-20,Alpine,1117,0,0,0,0
2020-02-21,Alpine,1117,0,0,0,0
2020-02-22,Alpine,1117,0,0,0,0
2020-02-23,Alpine,1117,0,0,0,0
2020-02-24,Alpine,1117,0,0,0,0
2020-02-25,Alpine,1117,0,0,0,0
2020-02-26,Alpine,1117,0,0,0,0
2020-02-27,Alpine,1117,0,0,0,0
2020-02-28,Alpine,1117,0,0,0,0
2020-02-29,Alpine,1117,0,0,0,0
2020-03-01,Alpine,1117,0,0,0,0
2020-03-02,Alpine,1117,0,0,0,0
2020-03-03,Alpine,1117,0,0,0,0
2020-03-04,Alpine,1117,0,0,0,0
2020-03-05,Alpine,1117,0,0,0,0
2020-03-06,Alpine,1117,0,0,0,0
2020-03-07,Alpine,1117,0,0,0,0
2020-03-08,Alpine,1117,0,0,0,0
2020-03-09,Alpine,1117,0,0,0,0
2020-03-10,Alpine,1117,0,0,0,0
2020-03-11,Alpine,1117,0,0,0,0
2020-03-12,Alpine,1117,0,0,0,0
2020-03-13,Alpine,1117,0,0,0,0
2020-03-14,Alpine,1117,0,0,0,0
2020-03-15,Alpine,1117,0,0,0,0
2020-03-16,Alpine,1117,0,0,0,0
2020-03-17,Alpine,1117,0,0,0,0
2020-03-18,Alpine,1117,1,0,0,0
2020-03-19,Alpine,1117,0,0,0,0
2020-03-20,Alpine,1117,0,0,0,0
2020-03-21,Alpine,1117,0,0,0,0
2020-03-22,Alpine,1117,0,0,0,0
2020-03-23,Alpine,1117,0,0,0,0
2020-03-24,Alpine,1117,0,0,0,0
2020-03-25,Alpine,1117,0,0,0,0
2020-03-26,Alpine,1117,0,0,0,0
2020-03-27,Alpine,1117,0,0,0,0
2020-03-28,Alpine,1117,0,0,0,0
2020-03-29,Alpine,1117,0,0,0,0
2020-03-30,Alpine,1117,0,1,0,0
2020-03-31,Alpine,1117,0,0,0,0
2020-04-01,Alpine,1117,0,0,0,0
2020-04-02,Alpine,1117,0,0,0,0
2020-04-03,Alpine,1117,0,0,0,0
2020-04-04,Alpine,1117,0,0,0,0
2020-04-05,Alpine,1117,0,0,0,0
